GameID,RoundNum,Team1Bid,Team2Bid,Team1Tricks,Team2Tricks,Team1RoundPoints,Team2RoundPoints,Team1Bags,Team2Bags,Team1FinalScore,Team2FinalScore
2,35,3,3,5,8,32,35,9,6,119,306
2,36,3,3,4,9,-69,-64,0,2,50,242
2,37,4,3,8,5,44,32,4,4,94,274
2,38,3,4,8,5,35,41,9,5,129,315
2,39,4,4,7,6,-57,42,2,7,72,357
2,40,6,2,11,2,65,20,7,7,137,377
2,41,3,4,6,7,-67,-57,0,0,70,320
2,42,2,5,5,8,23,53,3,3,93,373
2,43,2,4,5,8,23,44,6,7,116,417
2,44,3,4,6,7,33,-57,9,0,149,360
2,45,4,3,7,6,-57,33,2,3,92,393
2,46,4,3,6,7,42,34,4,7,134,427
2,47,3,3,7,6,34,-67,8,0,168,360
2,48,3,3,6,7,-67,34,1,4,101,394
2,49,3,4,5,8,32,44,3,8,133,438
2,50,4,4,8,5,44,41,7,9,177,479
2,51,2,5,2,11,20,-44,7,5,197,435
2,52,3,3,6,7,-67,34,0,9,130,469
2,53,2,5,4,9,22,-46,2,3,152,423
2,54,2,5,4,9,22,54,4,7,174,477
2,55,4,2,6,7,42,-75,6,2,216,402
2,56,5,2,9,4,-46,22,0,4,170,424
2,57,2,4,7,6,25,42,5,6,195,466
2,58,3,3,5,8,32,-65,7,1,227,401
2,59,5,2,9,4,-46,22,1,3,181,423
2,60,4,2,6,7,42,25,3,8,223,448
2,61,3,3,5,8,32,-65,5,3,255,383
2,62,6,2,11,2,-35,20,0,3,220,403
2,63,3,4,8,5,35,41,5,4,255,444
2,64,4,3,7,6,43,33,8,7,298,477
2,65,5,2,10,3,-45,21,3,8,253,498
2,66,3,4,4,9,31,-55,4,3,284,443
2,67,5,2,9,4,54,22,8,5,338,465
2,68,3,4,6,7,-67,43,1,8,271,508
3,1,3,4,5,8,32,44,2,4,32,44
3,2,2,4,7,6,25,42,7,6,57,86
3,3,4,2,8,5,-56,23,1,9,1,109
3,4,3,4,3,10,30,-54,1,5,31,55
3,5,4,3,6,7,42,34,3,9,73,89
3,6,3,4,7,6,34,-58,7,1,107,31
3,7,3,3,6,7,-67,34,0,5,40,65
3,8,3,3,5,8,32,-65,2,0,72,0
3,9,3,3,7,6,34,33,6,3,106,33
3,10,2,4,5,8,23,44,9,7,129,77
3,11,3,3,4,9,-69,-64,0,3,60,13
3,12,6,2,8,5,62,23,2,6,122,36
3,13,2,5,4,9,22,-46,4,0,144,-10
3,14,4,3,8,5,44,32,8,2,188,22
3,15,3,4,8,5,-65,41,3,3,123,63
3,16,4,3,4,9,40,36,3,9,163,99
3,17,4,2,10,3,46,-79,9,0,209,20
3,18,3,3,5,8,-68,35,1,5,141,55
3,19,5,3,7,6,52,33,3,8,193,88
3,20,3,4,7,6,34,-58,7,0,227,30
3,21,3,4,7,6,-66,42,1,2,161,72
3,22,2,4,5,8,23,44,4,6,184,116
3,23,2,4,5,8,23,-56,7,0,207,60
3,24,5,2,7,6,52,24,9,4,259,84
3,25,4,4,5,8,-59,44,0,8,200,128
3,26,2,5,5,8,23,-47,3,1,223,81
3,27,5,2,7,6,52,24,5,5,275,105
3,28,4,3,8,5,44,32,9,7,319,137
3,29,2,4,4,9,-78,-55,1,2,241,82
3,30,4,3,9,4,45,31,6,3,286,113
3,31,3,4,7,6,-66,42,0,5,220,155
3,32,3,3,8,5,35,32,5,7,255,187
3,33,4,3,10,3,-54,30,1,7,201,217
3,34,2,4,5,8,23,-56,4,1,224,161
3,35,3,3,7,6,34,33,8,4,258,194
3,36,3,3,9,4,-64,31,4,5,194,225
3,37,5,2,8,5,53,23,7,8,247,248
3,38,6,2,11,2,-35,20,2,8,212,268
3,39,5,3,7,6,52,-67,4,1,264,201
3,40,2,4,5,8,23,44,7,5,287,245
3,41,3,3,5,8,32,-65,9,0,319,180
3,42,2,5,6,7,-76,52,3,2,243,232
3,43,2,5,6,7,24,52,7,4,267,284
3,44,2,5,4,9,22,54,9,8,289,338
3,45,2,5,4,9,-78,-46,1,2,211,292
3,46,3,4,6,7,33,43,4,5,244,335
3,47,5,3,7,6,52,33,6,8,296,368
3,48,3,3,7,6,-66,-67,0,1,230,301
3,49,5,2,9,4,54,22,4,3,284,323
3,50,2,4,5,8,23,44,7,7,307,367
3,51,4,3,10,3,-54,30,3,7,253,397
3,52,4,2,10,3,46,21,9,8,299,418
3,53,4,3,7,6,-57,-67,2,1,242,351
3,54,4,3,7,6,43,33,5,4,285,384
3,55,4,3,10,3,-54,30,1,4,231,414
3,56,3,4,6,7,33,43,4,7,264,457
3,57,4,2,7,6,43,-76,7,1,307,381
3,58,2,4,6,7,-76,43,1,4,231,424
3,59,4,2,9,4,45,22,6,6,276,446
3,60,5,2,9,4,-46,22,0,8,230,468
3,61,5,2,8,5,53,-77,3,1,283,391
3,62,3,3,7,6,34,33,7,4,317,424
3,63,4,3,7,6,-57,33,0,7,260,457
3,64,3,4,4,9,31,-55,1,2,291,402
3,65,3,4,7,6,34,42,5,4,325,444
3,66,4,4,6,7,42,43,7,7,367,487
3,67,5,3,6,7,51,-66,8,1,418,421
3,68,3,3,4,9,31,36,9,7,449,457
3,69,4,3,5,8,-59,-65,0,2,390,392
3,70,3,4,5,8,32,44,2,6,422,436
3,71,3,5,6,7,33,52,5,8,455,488
3,72,2,4,5,8,23,-56,8,2,478,432
3,73,4,3,5,8,41,35,9,7,519,467
4,1,2,4,5,8,23,44,3,4,23,44
4,2,3,3,8,5,35,32,8,6,58,76
4,3,3,3,8,5,-65,32,3,8,-7,108
4,4,4,2,9,4,45,-78,8,0,38,30
4,5,4,4,9,4,-55,40,3,0,-17,70
4,6,3,4,4,9,31,45,4,5,14,115
4,7,3,3,6,7,33,34,7,9,47,149
4,8,3,3,5,8,32,-65,9,4,79,84
4,9,3,3,5,8,-68,35,1,9,11,119
4,10,4,2,9,4,45,-78,6,1,56,41
4,11,3,4,7,6,-66,42,0,3,-10,83
4,12,6,2,11,2,65,20,5,3,55,103
4,13,4,2,6,7,42,25,7,8,97,128
4,14,3,4,7,6,-66,-58,1,0,31,70
4,15,2,4,3,10,21,46,2,6,52,116
4,16,4,2,8,5,44,23,6,9,96,139
4,17,4,3,9,4,-55,-69,1,0,41,70
4,18,2,5,3,10,21,55,2,5,62,125
4,19,4,2,7,6,43,24,5,9,105,149
4,20,2,4,5,8,23,-56,8,3,128,93
4,21,5,2,8,5,-47,23,1,6,81,116
4,22,3,4,7,6,34,42,5,8,115,158
4,23,3,3,9,4,-64,31,1,9,51,189
4,24,3,3,7,6,34,-67,5,2,85,122
4,25,3,4,5,8,32,44,7,6,117,166
4,26,5,2,10,3,-45,21,2,7,72,187
4,27,2,5,6,7,24,52,6,9,96,239
4,28,4,2,7,6,43,-76,9,3,139,163
4,29,3,3,7,6,-66,33,3,6,73,196
4,30,3,3,8,5,35,32,8,8,108,228
4,31,3,3,7,6,-66,-67,2,1,42,161
4,32,5,2,7,6,52,24,4,5,94,185
4,33,4,3,7,6,43,33,7,8,137,218
4,34,6,2,10,3,-36,21,1,9,101,239
4,35,2,4,5,8,23,-56,4,3,124,183
4,36,4,4,6,7,42,43,6,6,166,226
4,37,4,3,7,6,43,33,9,9,209,259
4,38,3,5,8,5,-65,50,4,9,144,309
4,39,5,2,8,5,53,-77,7,2,197,232
4,40,2,5,4,9,22,54,9,6,219,286
4,41,3,4,6,7,-67,43,2,9,152,329
4,42,2,5,3,10,21,-45,3,4,173,284
4,43,3,4,7,6,34,42,7,6,207,326
4,44,4,2,10,3,-54,21,3,7,153,347
4,45,3,4,5,8,32,-56,5,1,185,291
4,46,3,4,2,11,-30,47,5,8,155,338
4,47,4,2,7,6,43,-76,8,2,198,262
4,48,2,4,4,9,-78,45,0,7,120,307
4,49,3,3,8,5,35,32,5,9,155,339
4,50,2,5,3,10,21,-45,6,4,176,294
4,51,2,4,3,10,21,-54,7,0,197,240
4,52,5,2,7,6,52,24,9,4,249,264
4,53,4,2,7,6,-57,24,2,8,192,288
4,54,5,2,7,6,52,-76,4,2,244,212
4,55,2,4,6,7,24,43,8,5,268,255
4,56,3,4,6,7,-67,43,1,8,201,298
4,57,3,4,8,5,35,41,6,9,236,339
4,58,3,3,9,4,-64,-69,2,0,172,270
4,59,3,4,5,8,32,44,4,4,204,314
4,60,3,3,6,7,33,34,7,8,237,348
4,61,3,3,5,8,32,-65,9,3,269,283
4,62,4,3,5,8,-59,35,0,8,210,318
4,63,4,3,7,6,43,-67,3,1,253,251
4,64,3,3,6,7,33,34,6,5,286,285
4,65,2,4,6,7,-76,43,0,8,210,328
4,66,5,2,10,3,55,21,5,9,265,349
4,67,3,3,7,6,34,-67,9,2,299,282
4,68,5,2,10,3,-45,21,4,3,254,303
4,69,4,2,6,7,42,25,6,8,296,328
4,70,2,5,3,10,21,-45,7,3,317,283
4,71,3,4,3,10,30,46,7,9,347,329
4,72,3,3,6,7,-67,-66,0,3,280,263
4,73,2,4,5,8,23,44,3,7,303,307
4,74,4,2,9,4,45,22,8,9,348,329
4,75,2,5,1,12,-20,-43,8,6,328,286
4,76,4,3,4,9,40,-64,8,2,368,222
4,77,2,5,5,8,-77,53,1,5,291,275
4,78,4,3,4,9,40,-64,1,1,331,211
4,79,4,2,9,4,45,22,6,3,376,233
4,80,4,2,6,7,42,25,8,8,418,258
4,81,4,2,8,5,-56,-77,2,1,362,181
4,82,4,4,8,5,44,41,6,2,406,222
4,83,2,5,4,9,22,54,8,6,428,276
4,84,2,5,3,10,21,-45,9,1,449,231
4,85,3,3,6,7,-67,34,2,5,382,265
4,86,4,2,9,4,45,22,7,7,427,287
4,87,5,2,9,4,-46,22,1,9,381,309
4,88,3,4,7,6,34,-58,5,1,415,251
4,89,4,2,9,4,-55,22,0,3,360,273
4,90,5,2,9,4,54,22,4,5,414,295
4,91,3,4,6,7,33,43,7,8,447,338
4,92,3,3,7,6,-66,-67,1,1,381,271
4,93,4,2,8,5,44,23,5,4,425,294
4,94,2,4,8,5,-74,41,1,5,351,335
4,95,3,4,4,9,31,-55,2,0,382,280
4,96,3,3,6,7,33,34,5,4,415,314
4,97,2,5,6,7,24,52,9,6,439,366
4,98,3,3,8,5,-65,32,4,8,374,398
4,99,3,3,6,7,33,-66,7,2,407,332
4,100,3,4,5,8,32,44,9,6,439,376
4,101,3,3,7,6,-66,33,3,9,373,409
4,102,2,4,6,7,24,-57,7,2,397,352
4,103,3,3,7,6,-66,33,1,5,331,385
4,104,3,3,6,7,33,34,4,9,364,419
4,105,4,2,6,7,42,-75,6,4,406,344
4,106,3,5,4,9,31,54,7,8,437,398
4,107,4,2,6,7,42,-75,9,3,479,323
4,108,4,2,8,5,-56,23,3,6,423,346
4,109,4,3,6,7,42,-66,5,0,465,280
4,110,4,2,8,5,44,23,9,3,509,303
5,1,2,4,5,8,23,44,3,4,23,44
5,2,3,4,6,7,33,43,6,7,56,87
5,3,4,2,10,3,-54,21,2,8,2,108
5,4,5,2,7,6,52,-76,4,2,54,32
5,5,3,4,6,7,33,43,7,5,87,75
5,6,2,6,4,9,22,63,9,8,109,138
5,7,5,2,10,3,-45,21,4,9,64,159
5,8,5,2,7,6,52,-76,6,3,116,83
5,9,2,5,6,7,-76,52,0,5,40,135
5,10,4,3,8,5,44,32,4,7,84,167
5,11,6,2,10,3,64,21,8,8,148,188
5,12,4,3,8,5,-56,-68,2,0,92,120
5,13,2,5,7,6,25,51,7,1,117,171
5,14,2,6,3,10,21,64,8,5,138,235
5,15,5,2,8,5,-47,23,1,8,91,258
5,16,4,3,9,4,45,31,6,9,136,289
5,17,3,4,6,7,33,-57,9,2,169,232
5,18,3,3,6,7,-67,34,2,6,102,266
5,19,5,2,9,4,54,22,6,8,156,288
5,20,2,4,8,5,-74,41,2,9,82,329
5,21,3,4,7,6,34,-58,6,1,116,271
5,22,5,2,9,4,-46,22,0,3,70,293
5,23,5,2,8,5,53,23,3,6,123,316
5,24,3,3,6,7,33,-66,6,0,156,250
5,25,3,3,6,7,33,34,9,4,189,284
5,26,5,2,7,6,-48,24,1,8,141,308
5,27,5,2,10,3,55,21,6,9,196,329
5,28,3,4,7,6,-66,-58,0,1,130,271
5,29,3,4,5,8,32,44,2,5,162,315
5,30,2,4,4,9,22,-55,4,0,184,260
5,31,3,4,8,5,35,41,9,1,219,301
5,32,2,5,3,10,-79,55,0,6,140,356
5,33,4,2,9,4,45,22,5,8,185,378
5,34,3,3,6,7,33,-66,8,2,218,312
5,35,3,3,7,6,-66,33,2,5,152,345
5,36,3,4,3,10,30,-54,2,1,182,291
5,37,3,5,5,8,32,53,4,4,214,344
5,38,4,4,6,7,42,43,6,7,256,387
5,39,4,3,7,6,43,-67,9,0,299,320
5,40,2,4,7,6,-75,42,4,2,224,362
5,41,4,2,7,6,43,24,7,6,267,386
5,42,3,4,9,4,-64,40,3,6,203,426
5,43,2,5,2,11,20,-44,3,2,223,382
5,44,4,2,9,4,45,22,8,4,268,404
5,45,3,4,6,7,-67,43,1,7,201,447
5,46,5,2,9,4,54,22,5,9,255,469
5,47,4,2,8,5,44,-77,9,2,299,392
5,48,2,5,6,7,-76,52,3,4,223,444
5,49,3,3,7,6,34,33,7,7,257,477
5,50,4,3,8,5,-56,32,1,9,201,509
6,1,2,5,3,10,21,55,1,5,21,55
6,2,4,2,9,4,45,22,6,7,66,77
6,3,2,4,7,6,-75,42,1,9,-9,119
6,4,2,4,5,8,23,-56,4,3,14,63
6,5,3,4,6,7,33,43,7,6,47,106
6,6,3,4,4,9,31,-55,8,1,78,51
6,7,4,2,8,5,-56,23,2,4,22,74
6,8,3,5,8,5,35,50,7,4,57,124
6,9,5,2,10,3,-45,21,2,5,12,145
6,10,2,4,6,7,24,43,6,8,36,188
6,11,2,5,6,7,-76,-48,0,0,-40,140
6,12,4,3,8,5,44,32,4,2,4,172
6,13,5,2,10,3,55,21,9,3,59,193
6,14,4,3,6,7,-58,34,1,7,1,227
6,15,3,3,8,5,35,32,6,9,36,259
6,16,4,3,5,8,41,-65,7,4,77,194
6,17,3,3,7,6,-66,33,1,7,11,227
6,18,3,4,6,7,33,-57,4,0,44,170
6,19,4,2,6,7,42,25,6,5,86,195
6,20,3,4,6,7,33,43,9,8,119,238
6,21,4,3,10,3,-54,30,5,8,65,268
6,22,5,2,9,4,54,-78,9,0,119,190
6,23,3,4,6,7,-67,43,2,3,52,233
6,24,5,2,10,3,55,21,7,4,107,254
6,25,4,3,8,5,-56,32,1,6,51,286
6,26,2,5,6,7,24,52,5,8,75,338
6,27,5,2,9,4,54,-78,9,0,129,260
6,28,2,4,6,7,-76,43,3,3,53,303
6,29,2,5,5,8,23,53,6,6,76,356
6,30,3,3,6,7,33,-66,9,0,109,290
6,31,3,4,4,9,-69,45,0,5,40,335
6,32,5,2,11,2,56,20,6,5,96,355
6,33,4,3,9,4,-55,31,1,6,41,386
6,34,4,4,7,6,43,42,4,8,84,428
6,35,4,4,6,7,42,-57,6,1,126,371
6,36,4,2,10,3,-54,21,2,2,72,392
6,37,5,3,8,5,53,32,5,4,125,424
6,38,2,5,4,9,22,54,7,8,147,478
6,39,4,4,8,5,-56,41,1,9,91,519
7,1,4,3,8,5,44,32,4,2,44,32
7,2,3,5,7,6,34,51,8,3,78,83
7,3,2,5,4,9,-78,54,0,7,0,137
7,4,3,3,6,7,33,-66,3,1,33,71
7,5,2,4,5,8,23,44,6,5,56,115
7,6,2,4,5,8,23,44,9,9,79,159
7,7,2,4,4,9,-78,-55,1,4,1,104
7,8,2,5,4,9,22,54,3,8,23,158
7,9,4,3,5,8,41,-65,4,3,64,93
7,10,4,3,7,6,43,33,7,6,107,126
7,11,4,2,8,5,-56,23,1,9,51,149
7,12,4,3,10,3,46,30,7,9,97,179
7,13,4,3,6,7,42,-66,9,3,139,113
7,14,4,2,5,8,-59,26,0,9,80,139
7,15,3,3,6,7,33,-66,3,3,113,73
7,16,3,4,7,6,34,42,7,5,147,115
7,17,2,4,3,10,21,-54,8,1,168,61
7,18,3,3,5,8,-68,35,0,6,100,96
7,19,3,3,7,6,34,33,4,9,134,129
7,20,3,3,4,9,31,-64,5,5,165,65
7,21,5,2,11,2,-44,20,1,5,121,85
7,22,3,3,5,8,32,-65,3,0,153,20
7,23,4,3,10,3,46,30,9,0,199,50
7,24,3,4,7,6,-66,42,3,2,133,92
7,25,3,3,7,6,34,33,7,5,167,125
7,26,4,3,9,4,-55,31,2,6,112,156
7,27,4,2,9,4,45,22,7,8,157,178
7,28,2,4,4,9,22,-55,9,3,179,123
7,29,3,4,5,8,-68,44,1,7,111,167
7,30,3,3,5,8,32,-65,3,2,143,102
7,31,3,3,5,8,32,35,5,7,175,137
7,32,2,5,3,10,21,-45,6,2,196,92
7,33,3,3,5,8,32,35,8,7,228,127
7,34,5,3,9,4,-46,31,2,8,182,158
7,35,4,3,7,6,43,-67,5,1,225,91
7,36,3,3,6,7,33,34,8,5,258,125
7,37,5,2,8,5,-47,23,1,8,211,148
7,38,2,5,4,9,22,-46,3,2,233,102
7,39,4,2,7,6,43,24,6,6,276,126
7,40,3,3,6,7,33,-66,9,0,309,60
7,41,3,3,9,4,-64,31,5,1,245,91
7,42,3,4,3,10,30,46,5,7,275,137
7,43,4,3,4,9,40,-64,5,3,315,73
7,44,3,4,7,6,34,42,9,5,349,115
7,45,2,4,8,5,-74,41,5,6,275,156
7,46,3,3,8,5,-65,32,0,8,210,188
7,47,4,3,7,6,43,-67,3,1,253,121
7,48,3,4,5,8,32,44,5,5,285,165
7,49,4,2,11,2,-53,20,2,5,232,185
7,50,3,3,8,5,35,32,7,7,267,217
7,51,3,3,3,10,30,-63,7,4,297,154
7,52,2,5,5,8,-77,53,0,7,220,207
7,53,5,2,11,2,56,20,6,7,276,227
7,54,3,3,7,6,-66,-67,0,0,210,160
7,55,3,3,6,7,33,34,3,4,243,194
7,56,4,3,7,6,43,33,6,7,286,227
7,57,4,3,5,8,41,-65,7,2,327,162
7,58,3,4,8,5,-65,41,2,3,262,203
7,59,4,2,5,8,41,26,3,9,303,229
7,60,2,5,2,11,20,-44,3,5,323,185
7,61,2,4,5,8,23,44,6,9,346,229
7,62,3,3,6,7,33,-66,9,3,379,163
7,63,5,2,7,6,-48,24,1,7,331,187
7,64,5,2,9,4,54,22,5,9,385,209
7,65,2,4,9,4,-73,40,2,9,312,249
7,66,4,2,7,6,43,-76,5,3,355,173
7,67,3,3,4,9,31,36,6,9,386,209
7,68,4,2,7,6,43,-76,9,3,429,133
7,69,5,2,9,4,-46,22,3,5,383,155
7,70,5,2,6,7,51,-75,4,0,434,80
7,71,3,4,5,8,32,44,6,4,466,124
7,72,3,4,7,6,-66,42,0,6,400,166
7,73,3,3,9,4,36,31,6,7,436,197
7,74,5,2,11,2,-44,20,2,7,392,217
7,75,5,2,9,4,54,22,6,9,446,239
7,76,3,3,9,4,-64,-69,2,0,382,170
7,77,3,3,5,8,32,35,4,5,414,205
7,78,2,5,2,11,20,-44,4,1,434,161
7,79,4,3,8,5,44,32,8,3,478,193
7,80,4,3,7,6,-57,33,1,6,421,226
7,81,5,2,7,6,52,-76,3,0,473,150
7,82,2,4,4,9,22,45,5,5,495,195
7,83,4,2,9,4,-55,22,0,7,440,217
7,84,2,4,4,9,22,-55,2,2,462,162
7,85,2,5,4,9,22,54,4,6,484,216
7,86,4,3,8,5,44,32,8,8,528,248
8,1,4,2,6,7,42,25,2,5,42,25
8,2,4,3,7,6,43,33,5,8,85,58
8,3,4,2,8,5,44,-77,9,1,129,-19
8,4,4,2,9,4,-55,22,4,3,74,3
8,5,3,3,6,7,33,34,7,7,107,37
8,6,5,3,8,5,-47,32,0,9,60,69
8,7,2,5,5,8,23,-47,3,2,83,22
8,8,4,2,6,7,42,25,5,7,125,47
8,9,4,2,9,4,-55,22,0,9,70,69
8,10,3,4,5,8,32,-56,2,3,102,13
8,11,3,3,7,6,34,33,6,6,136,46
8,12,5,3,10,3,-45,30,1,6,91,76
8,13,5,2,7,6,52,-76,3,0,143,0
8,14,3,4,7,6,34,42,7,2,177,42
8,15,4,3,5,8,41,35,8,7,218,77
8,16,5,2,6,7,51,-75,9,2,269,2
8,17,2,4,5,8,-77,44,2,6,192,46
8,18,4,3,8,5,44,32,6,8,236,78
8,19,4,2,8,5,-56,-77,0,1,180,1
8,20,6,2,11,2,65,20,5,1,245,21
8,21,4,3,8,5,44,32,9,3,289,53
8,22,4,2,9,4,-55,22,4,5,234,75
8,23,2,5,3,10,21,-45,5,0,255,30
8,24,4,4,6,7,42,43,7,3,297,73
8,25,4,3,9,4,-55,31,2,4,242,104
8,26,3,3,6,7,33,34,5,8,275,138
8,27,4,3,8,5,44,-68,9,0,319,70
8,28,3,4,3,10,30,46,9,6,349,116
8,29,2,5,3,10,-79,-45,0,1,270,71
8,30,2,6,4,9,22,63,2,4,292,134
8,31,4,4,5,8,41,44,3,8,333,178
8,32,4,2,10,3,46,21,9,9,379,199
8,33,3,4,7,6,-66,-58,3,1,313,141
8,34,4,3,6,7,42,34,5,5,355,175
8,35,4,3,8,5,44,32,9,7,399,207
8,36,2,4,5,8,-77,-56,2,1,322,151
8,37,2,5,5,8,23,53,5,4,345,204
8,38,2,4,3,10,21,-54,6,0,366,150
8,39,7,2,10,3,73,21,9,1,439,171
8,40,3,3,4,9,-69,36,0,7,370,207
8,41,2,5,5,8,23,-47,3,0,393,160
8,42,4,2,9,4,45,22,8,2,438,182
8,43,4,3,7,6,-57,33,1,5,381,215
8,44,3,3,8,5,35,32,6,7,416,247
8,45,3,3,8,5,-65,32,1,9,351,279
8,46,2,5,4,9,22,-46,3,3,373,233
8,47,3,3,7,6,34,33,7,6,407,266
8,48,4,3,9,4,-55,31,2,7,352,297
8,49,3,4,4,9,31,-55,3,2,383,242
8,50,3,3,10,3,-63,30,0,2,320,272
8,51,3,3,5,8,32,35,2,7,352,307
8,52,3,3,8,5,35,32,7,9,387,339
8,53,2,4,7,6,-75,-58,2,1,312,281
8,54,4,3,9,4,45,31,7,2,357,312
8,55,2,5,5,8,-77,53,0,5,280,365
8,56,2,4,7,6,25,42,5,7,305,407
8,57,2,5,4,9,22,-46,7,1,327,361
8,58,4,2,8,5,-56,23,1,4,271,384
8,59,2,6,2,11,20,65,1,9,291,449
8,60,3,3,6,7,33,-66,4,3,324,383
8,61,2,5,5,8,23,53,7,6,347,436
8,62,3,3,3,10,30,-63,7,3,377,373
8,63,3,3,9,4,-64,31,3,4,313,404
8,64,4,3,9,4,45,31,8,5,358,435
8,65,3,4,5,8,-68,44,0,9,290,479
8,66,2,4,8,5,26,-59,6,0,316,420
8,67,4,3,10,3,-54,30,2,0,262,450
8,68,2,4,4,9,22,45,4,5,284,495
8,69,2,5,4,9,22,54,6,9,306,549
9,1,3,3,7,6,34,33,4,3,34,33
